release_sequence,release_key,provider,model,release_date,mention_position,raw_mention,benchmark_id,benchmark_name,match_source,match_type,source_author,frontier_lab_author_affiliations,source_author_group,self_affiliated_source,legacy_task_mode,legacy_task_domain,headline_task_mode,facet_domain,construct_claim,benchmark_lifecycle_risk
19,OpenAI::GPT-4.1::2025-04-14,OpenAI,GPT-4.1,2025-04-14,5,GPQA,benchmark_gpqa,GPQA,canonical,exact,"Anthropic, Academia, Cohere",none,Academia,False,Generative Reasoning,STEM/Math,Generative Reasoning,Bio/Medicine; STEM/Math,domain_expertise; factual_knowledge; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
19,OpenAI::GPT-4.1::2025-04-14,OpenAI,GPT-4.1,2025-04-14,6,Aider Polyglot,benchmark_aider_polyglot,Aider Polyglot,canonical,exact,Others(Aider),none,Independent/industry,False,Generative Reasoning,Coding/Engineering,Agentic,Coding/Engineering; Multilingual,agentic_task_completion; coding; software_engineering,construct_validity_risk; contamination_risk; provider_created_benchmark
19,OpenAI::GPT-4.1::2025-04-14,OpenAI,GPT-4.1,2025-04-14,7,IFEval,benchmark_ifeval,IFEval,canonical,exact,Google,Google,Other frontier lab-affiliated,False,Constraint Satisfaction,General/Commonsense,Constraint Satisfaction,General/Commonsense,instruction_following,construct_validity_risk; contamination_risk; saturation_risk
19,OpenAI::GPT-4.1::2025-04-14,OpenAI,GPT-4.1,2025-04-14,8,Needle In A Haystack,benchmark_needle_in_a_haystack,Needle In A Haystack,canonical,exact,"Academia, Others(Microsoft)",none,Academia,False,Generative Reasoning,General/Commonsense,Knowledge Retrieval,General/Commonsense,document_understanding; long_context_retrieval,construct_validity_risk; contamination_risk; saturation_risk; unclear_metric
19,OpenAI::GPT-4.1::2025-04-14,OpenAI,GPT-4.1,2025-04-14,9,GraphWalks,benchmark_graphwalks,GraphWalks,canonical,exact,OpenAI,OpenAI,Self-affiliated frontier lab,True,Generative Reasoning,STEM/Math,Knowledge Retrieval,Other Specialized; STEM/Math,long_context_reasoning; long_context_retrieval; reasoning,construct_validity_risk; contamination_risk; provider_created_benchmark
19,OpenAI::GPT-4.1::2025-04-14,OpenAI,GPT-4.1,2025-04-14,10,MMMU / MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,canonical,exact,Academia,none,Academia,False,Multimodal Perception,General/Commonsense,Multimodal Perception,Bio/Medicine; Other Specialized; STEM/Math; Visual/Document,domain_expertise; mathematical_reasoning; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; version_instability
19,OpenAI::GPT-4.1::2025-04-14,OpenAI,GPT-4.1,2025-04-14,11,MathVista,benchmark_mathvista,MathVista,canonical,exact,Academia,Microsoft,Other frontier lab-affiliated,False,Multimodal Perception,STEM/Math,Multimodal Perception,STEM/Math; Visual/Document,mathematical_reasoning; multimodal_understanding; reasoning,construct_validity_risk; contamination_risk
19,OpenAI::GPT-4.1::2025-04-14,OpenAI,GPT-4.1,2025-04-14,12,CharXiv,benchmark_charxiv,CharXiv,canonical,exact,Academia,none,Academia,False,Multimodal Perception,STEM/Math,Multimodal Perception,STEM/Math; Visual/Document,document_understanding; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
19,OpenAI::GPT-4.1::2025-04-14,OpenAI,GPT-4.1,2025-04-14,13,AIME,benchmark_aime,AIME,canonical,exact,Academia,none,Academia,False,Generative Reasoning,STEM/Math,Generative Reasoning,STEM/Math,mathematical_reasoning; reasoning,contamination_risk; version_instability
19,OpenAI::GPT-4.1::2025-04-14,OpenAI,GPT-4.1,2025-04-14,14,COLLIE,benchmark_collie,COLLIE,canonical,exact,Academia,none,Academia,False,Constraint Satisfaction,General/Commonsense,Constraint Satisfaction,General/Commonsense,instruction_following,construct_validity_risk; contamination_risk; unclear_metric
19,OpenAI::GPT-4.1::2025-04-14,OpenAI,GPT-4.1,2025-04-14,15,Multi-IF,benchmark_multi_if,Multi-IF,canonical,exact,Meta,none,Independent/industry,False,Constraint Satisfaction,General/Commonsense,Constraint Satisfaction,General/Commonsense; Multilingual,instruction_following,construct_validity_risk; contamination_risk
19,OpenAI::GPT-4.1::2025-04-14,OpenAI,GPT-4.1,2025-04-14,16,MRCR,benchmark_mrcr,MRCR,canonical,exact,OpenAI,Google; DeepMind,Self-affiliated frontier lab,True,Generative Reasoning,General/Commonsense,Knowledge Retrieval,General/Commonsense,long_context_reasoning; long_context_retrieval; reasoning,construct_validity_risk
19,OpenAI::GPT-4.1::2025-04-14,OpenAI,GPT-4.1,2025-04-14,17,ComplexFunc Bench,benchmark_complexfunc_bench,ComplexFunc Bench,canonical,exact,Academia,none,Academia,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering; General/Commonsense,instruction_following; reasoning; tool_use,construct_validity_risk; contamination_risk; provider_created_benchmark
19,OpenAI::GPT-4.1::2025-04-14,OpenAI,GPT-4.1,2025-04-14,18,Tau-bench,benchmark_tau_bench,Tau-bench,canonical,exact,Academia,none,Academia,False,Agentic,General/Commonsense,Agentic,General/Commonsense; Other Specialized,agentic_task_completion; instruction_following; reasoning; tool_use,construct_validity_risk; contamination_risk; distribution_shift_risk
19,OpenAI::GPT-4.1::2025-04-14,OpenAI,GPT-4.1,2025-04-14,19,SWE-Lancer,benchmark_swe_lancer,SWE-Lancer,canonical,exact,OpenAI,OpenAI,Self-affiliated frontier lab,True,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; preference_or_human_judgment; reasoning; software_engineering; tool_use,construct_validity_risk; contamination_risk; private_or_opaque_eval
20,OpenAI::o3::2025-04-16,OpenAI,o3,2025-04-16,1,MMMU / MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,canonical,exact,Academia,none,Academia,False,Multimodal Perception,General/Commonsense,Multimodal Perception,Bio/Medicine; Other Specialized; STEM/Math; Visual/Document,domain_expertise; mathematical_reasoning; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; version_instability
20,OpenAI::o3::2025-04-16,OpenAI,o3,2025-04-16,2,AIME,benchmark_aime,AIME,canonical,exact,Academia,none,Academia,False,Generative Reasoning,STEM/Math,Generative Reasoning,STEM/Math,mathematical_reasoning; reasoning,contamination_risk; version_instability
20,OpenAI::o3::2025-04-16,OpenAI,o3,2025-04-16,3,Codeforces,benchmark_codeforces,Codeforces,canonical,exact,Others(Codeforces platform),none,Independent/industry,False,Generative Reasoning,Coding/Engineering,Agentic,Coding/Engineering; STEM/Math,coding; mathematical_reasoning; reasoning,contamination_risk; distribution_shift_risk; unclear_metric; version_instability
20,OpenAI::o3::2025-04-16,OpenAI,o3,2025-04-16,4,GPQA,benchmark_gpqa,GPQA,canonical,exact,"Anthropic, Academia, Cohere",none,Academia,False,Generative Reasoning,STEM/Math,Generative Reasoning,Bio/Medicine; STEM/Math,domain_expertise; factual_knowledge; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
20,OpenAI::o3::2025-04-16,OpenAI,o3,2025-04-16,5,HLE (Humanity's Last Exam),benchmark_hle_humanity_s_last_exam,HLE (Humanity's Last Exam),canonical,exact,"Academia, Others(CAIS; Scale AI)",OpenAI; Anthropic; Google; DeepMind; Microsoft,Self-affiliated frontier lab,True,Generative Reasoning,Specialized (Law/Bio/Finance),Multimodal Perception,Bio/Medicine; Coding/Engineering; Other Specialized; STEM/Math; Visual/Document,domain_expertise; factual_knowledge; mathematical_reasoning; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
20,OpenAI::o3::2025-04-16,OpenAI,o3,2025-04-16,6,MathVista,benchmark_mathvista,MathVista,canonical,exact,Academia,Microsoft,Other frontier lab-affiliated,False,Multimodal Perception,STEM/Math,Multimodal Perception,STEM/Math; Visual/Document,mathematical_reasoning; multimodal_understanding; reasoning,construct_validity_risk; contamination_risk
20,OpenAI::o3::2025-04-16,OpenAI,o3,2025-04-16,7,CharXiv,benchmark_charxiv,CharXiv,canonical,exact,Academia,none,Academia,False,Multimodal Perception,STEM/Math,Multimodal Perception,STEM/Math; Visual/Document,document_understanding; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
20,OpenAI::o3::2025-04-16,OpenAI,o3,2025-04-16,8,SWE-bench verified,benchmark_swe_bench_verified,SWE-bench verified,canonical,exact,OpenAI,OpenAI,Self-affiliated frontier lab,True,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk
20,OpenAI::o3::2025-04-16,OpenAI,o3,2025-04-16,9,Aider Polyglot,benchmark_aider_polyglot,Aider Polyglot,canonical,exact,Others(Aider),none,Independent/industry,False,Generative Reasoning,Coding/Engineering,Agentic,Coding/Engineering; Multilingual,agentic_task_completion; coding; software_engineering,construct_validity_risk; contamination_risk; provider_created_benchmark
20,OpenAI::o3::2025-04-16,OpenAI,o3,2025-04-16,10,MultiChallenge,benchmark_multichallenge,MultiChallenge,canonical,exact,Others(Scale AI),none,Independent/industry,False,Constraint Satisfaction,General/Commonsense,Constraint Satisfaction,General/Commonsense,instruction_following; reasoning,private_or_opaque_eval; provider_created_benchmark; unclear_metric
20,OpenAI::o3::2025-04-16,OpenAI,o3,2025-04-16,11,BrowseComp,benchmark_browsecomp,BrowseComp,canonical,exact,OpenAI,OpenAI,Self-affiliated frontier lab,True,Agentic,General/Commonsense,Agentic,General/Commonsense,agentic_task_completion; factual_knowledge; reasoning; tool_use; web_navigation,contamination_risk; distribution_shift_risk; provider_created_benchmark
20,OpenAI::o3::2025-04-16,OpenAI,o3,2025-04-16,12,Tau-bench,benchmark_tau_bench,Tau-bench,canonical,exact,Academia,none,Academia,False,Agentic,General/Commonsense,Agentic,General/Commonsense; Other Specialized,agentic_task_completion; instruction_following; reasoning; tool_use,construct_validity_risk; contamination_risk; distribution_shift_risk
20,OpenAI::o3::2025-04-16,OpenAI,o3,2025-04-16,13,SWE-Lancer,benchmark_swe_lancer,SWE-Lancer,canonical,exact,OpenAI,OpenAI,Self-affiliated frontier lab,True,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; preference_or_human_judgment; reasoning; software_engineering; tool_use,construct_validity_risk; contamination_risk; private_or_opaque_eval
21,Anthropic::Claude 4::2025-05-23,Anthropic,Claude 4,2025-05-23,1,SWE-bench verified,benchmark_swe_bench_verified,SWE-bench verified,canonical,exact,OpenAI,OpenAI,Other frontier lab-affiliated,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk
21,Anthropic::Claude 4::2025-05-23,Anthropic,Claude 4,2025-05-23,2,Tau-bench,benchmark_tau_bench,Tau-bench,canonical,exact,Academia,none,Academia,False,Agentic,General/Commonsense,Agentic,General/Commonsense; Other Specialized,agentic_task_completion; instruction_following; reasoning; tool_use,construct_validity_risk; contamination_risk; distribution_shift_risk
21,Anthropic::Claude 4::2025-05-23,Anthropic,Claude 4,2025-05-23,3,Terminal-bench,benchmark_terminal_bench,Terminal-bench,canonical,exact,Academia,Anthropic,Self-affiliated frontier lab,True,Agentic,Coding/Engineering,Agentic,Coding/Engineering; Other Specialized,agentic_task_completion; coding; computer_use; software_engineering; tool_use,construct_validity_risk; contamination_risk; distribution_shift_risk
21,Anthropic::Claude 4::2025-05-23,Anthropic,Claude 4,2025-05-23,4,GPQA Diamond,benchmark_gpqa_diamond,GPQA Diamond,canonical,exact,"Anthropic, Academia, Others(Cohere)",none,Self-affiliated frontier lab,True,Generative Reasoning,STEM/Math,Generative Reasoning,Bio/Medicine; STEM/Math,domain_expertise; factual_knowledge; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
21,Anthropic::Claude 4::2025-05-23,Anthropic,Claude 4,2025-05-23,5,AIME,benchmark_aime,AIME,canonical,exact,Academia,none,Academia,False,Generative Reasoning,STEM/Math,Generative Reasoning,STEM/Math,mathematical_reasoning; reasoning,contamination_risk; version_instability
21,Anthropic::Claude 4::2025-05-23,Anthropic,Claude 4,2025-05-23,6,MMMLU,benchmark_mmmlu,MMMLU,canonical,exact,OpenAI,OpenAI,Other frontier lab-affiliated,False,Generative Reasoning,General/Commonsense,Constraint Satisfaction,Bio/Medicine; General/Commonsense; Law; Multilingual; Other Specialized; STEM/Math,domain_expertise; factual_knowledge; mathematical_reasoning; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk
21,Anthropic::Claude 4::2025-05-23,Anthropic,Claude 4,2025-05-23,7,MMMU / MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,canonical,exact,Academia,none,Academia,False,Multimodal Perception,General/Commonsense,Multimodal Perception,Bio/Medicine; Other Specialized; STEM/Math; Visual/Document,domain_expertise; mathematical_reasoning; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; version_instability
22,Anthropic::Claude 4.1 (Opus)::2025-08-05,Anthropic,Claude 4.1 (Opus),2025-08-05,1,SWE-bench verified,benchmark_swe_bench_verified,SWE-bench verified,canonical,exact,OpenAI,OpenAI,Other frontier lab-affiliated,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk
22,Anthropic::Claude 4.1 (Opus)::2025-08-05,Anthropic,Claude 4.1 (Opus),2025-08-05,2,Terminal-bench,benchmark_terminal_bench,Terminal-bench,canonical,exact,Academia,Anthropic,Self-affiliated frontier lab,True,Agentic,Coding/Engineering,Agentic,Coding/Engineering; Other Specialized,agentic_task_completion; coding; computer_use; software_engineering; tool_use,construct_validity_risk; contamination_risk; distribution_shift_risk
22,Anthropic::Claude 4.1 (Opus)::2025-08-05,Anthropic,Claude 4.1 (Opus),2025-08-05,3,GPQA Diamond,benchmark_gpqa_diamond,GPQA Diamond,canonical,exact,"Anthropic, Academia, Others(Cohere)",none,Self-affiliated frontier lab,True,Generative Reasoning,STEM/Math,Generative Reasoning,Bio/Medicine; STEM/Math,domain_expertise; factual_knowledge; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
22,Anthropic::Claude 4.1 (Opus)::2025-08-05,Anthropic,Claude 4.1 (Opus),2025-08-05,4,Tau-bench,benchmark_tau_bench,Tau-bench,canonical,exact,Academia,none,Academia,False,Agentic,General/Commonsense,Agentic,General/Commonsense; Other Specialized,agentic_task_completion; instruction_following; reasoning; tool_use,construct_validity_risk; contamination_risk; distribution_shift_risk
22,Anthropic::Claude 4.1 (Opus)::2025-08-05,Anthropic,Claude 4.1 (Opus),2025-08-05,5,MMMLU,benchmark_mmmlu,MMMLU,canonical,exact,OpenAI,OpenAI,Other frontier lab-affiliated,False,Generative Reasoning,General/Commonsense,Constraint Satisfaction,Bio/Medicine; General/Commonsense; Law; Multilingual; Other Specialized; STEM/Math,domain_expertise; factual_knowledge; mathematical_reasoning; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk
22,Anthropic::Claude 4.1 (Opus)::2025-08-05,Anthropic,Claude 4.1 (Opus),2025-08-05,6,MMMU / MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,canonical,exact,Academia,none,Academia,False,Multimodal Perception,General/Commonsense,Multimodal Perception,Bio/Medicine; Other Specialized; STEM/Math; Visual/Document,domain_expertise; mathematical_reasoning; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; version_instability
22,Anthropic::Claude 4.1 (Opus)::2025-08-05,Anthropic,Claude 4.1 (Opus),2025-08-05,7,AIME,benchmark_aime,AIME,canonical,exact,Academia,none,Academia,False,Generative Reasoning,STEM/Math,Generative Reasoning,STEM/Math,mathematical_reasoning; reasoning,contamination_risk; version_instability
23,OpenAI::GPT-5::2025-08-07,OpenAI,GPT-5,2025-08-07,1,Healthbench,benchmark_healthbench,Healthbench,canonical,exact,OpenAI,OpenAI,Self-affiliated frontier lab,True,Generative Reasoning,Specialized (Law/Bio/Finance),Constraint Satisfaction,Bio/Medicine,domain_expertise; factual_knowledge; reasoning; safety_or_refusal,construct_validity_risk; contamination_risk; provider_created_benchmark
23,OpenAI::GPT-5::2025-08-07,OpenAI,GPT-5,2025-08-07,2,AIME,benchmark_aime,AIME,canonical,exact,Academia,none,Academia,False,Generative Reasoning,STEM/Math,Generative Reasoning,STEM/Math,mathematical_reasoning; reasoning,contamination_risk; version_instability
23,OpenAI::GPT-5::2025-08-07,OpenAI,GPT-5,2025-08-07,3,SWE-bench verified,benchmark_swe_bench_verified,SWE-bench verified,canonical,exact,OpenAI,OpenAI,Self-affiliated frontier lab,True,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk
23,OpenAI::GPT-5::2025-08-07,OpenAI,GPT-5,2025-08-07,4,Aider Polyglot,benchmark_aider_polyglot,Aider Polyglot,canonical,exact,Others(Aider),none,Independent/industry,False,Generative Reasoning,Coding/Engineering,Agentic,Coding/Engineering; Multilingual,agentic_task_completion; coding; software_engineering,construct_validity_risk; contamination_risk; provider_created_benchmark
23,OpenAI::GPT-5::2025-08-07,OpenAI,GPT-5,2025-08-07,5,MMMU / MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,canonical,exact,Academia,none,Academia,False,Multimodal Perception,General/Commonsense,Multimodal Perception,Bio/Medicine; Other Specialized; STEM/Math; Visual/Document,domain_expertise; mathematical_reasoning; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; version_instability
23,OpenAI::GPT-5::2025-08-07,OpenAI,GPT-5,2025-08-07,6,FrontierMath,benchmark_frontiermath,FrontierMath,canonical,exact,"Others(Epoch AI, backed by Google)",none,Independent/industry,False,Generative Reasoning,STEM/Math,Generative Reasoning,STEM/Math,domain_expertise; mathematical_reasoning; reasoning,private_or_opaque_eval
23,OpenAI::GPT-5::2025-08-07,OpenAI,GPT-5,2025-08-07,7,HMMT,benchmark_hmmt,HMMT,canonical,exact,Academia,none,Academia,False,Generative Reasoning,STEM/Math,Generative Reasoning,STEM/Math,domain_expertise; mathematical_reasoning; reasoning,contamination_risk; unclear_metric; version_instability
23,OpenAI::GPT-5::2025-08-07,OpenAI,GPT-5,2025-08-07,8,GPQA,benchmark_gpqa,GPQA,canonical,exact,"Anthropic, Academia, Cohere",none,Academia,False,Generative Reasoning,STEM/Math,Generative Reasoning,Bio/Medicine; STEM/Math,domain_expertise; factual_knowledge; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
23,OpenAI::GPT-5::2025-08-07,OpenAI,GPT-5,2025-08-07,9,HLE (Humanity's Last Exam),benchmark_hle_humanity_s_last_exam,HLE (Humanity's Last Exam),canonical,exact,"Academia, Others(CAIS; Scale AI)",OpenAI; Anthropic; Google; DeepMind; Microsoft,Self-affiliated frontier lab,True,Generative Reasoning,Specialized (Law/Bio/Finance),Multimodal Perception,Bio/Medicine; Coding/Engineering; Other Specialized; STEM/Math; Visual/Document,domain_expertise; factual_knowledge; mathematical_reasoning; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
23,OpenAI::GPT-5::2025-08-07,OpenAI,GPT-5,2025-08-07,10,MultiChallenge,benchmark_multichallenge,MultiChallenge,canonical,exact,Others(Scale AI),none,Independent/industry,False,Constraint Satisfaction,General/Commonsense,Constraint Satisfaction,General/Commonsense,instruction_following; reasoning,private_or_opaque_eval; provider_created_benchmark; unclear_metric
23,OpenAI::GPT-5::2025-08-07,OpenAI,GPT-5,2025-08-07,11,BrowseComp,benchmark_browsecomp,BrowseComp,canonical,exact,OpenAI,OpenAI,Self-affiliated frontier lab,True,Agentic,General/Commonsense,Agentic,General/Commonsense,agentic_task_completion; factual_knowledge; reasoning; tool_use; web_navigation,contamination_risk; distribution_shift_risk; provider_created_benchmark
23,OpenAI::GPT-5::2025-08-07,OpenAI,GPT-5,2025-08-07,12,COLLIE,benchmark_collie,COLLIE,canonical,exact,Academia,none,Academia,False,Constraint Satisfaction,General/Commonsense,Constraint Satisfaction,General/Commonsense,instruction_following,construct_validity_risk; contamination_risk; unclear_metric
23,OpenAI::GPT-5::2025-08-07,OpenAI,GPT-5,2025-08-07,13,TAU-2 bench,benchmark_tau_2_bench,TAU-2 bench,canonical,exact,Academia,none,Academia,False,Agentic,General/Commonsense,Agentic,Other Specialized,agentic_task_completion; instruction_following; reasoning; tool_use,construct_validity_risk; contamination_risk
23,OpenAI::GPT-5::2025-08-07,OpenAI,GPT-5,2025-08-07,14,Video-MMMU,benchmark_video_mmmu,Video-MMMU,canonical,exact,Academia,none,Academia,False,Multimodal Perception,General/Commonsense,Multimodal Perception,Bio/Medicine; Coding/Engineering; Other Specialized; STEM/Math,domain_expertise; factual_knowledge; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
23,OpenAI::GPT-5::2025-08-07,OpenAI,GPT-5,2025-08-07,15,CharXiv,benchmark_charxiv,CharXiv,canonical,exact,Academia,none,Academia,False,Multimodal Perception,STEM/Math,Multimodal Perception,STEM/Math; Visual/Document,document_understanding; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
23,OpenAI::GPT-5::2025-08-07,OpenAI,GPT-5,2025-08-07,16,ERQA,benchmark_erqa,ERQA,canonical,exact,Google,Google; DeepMind,Other frontier lab-affiliated,False,Knowledge Retrieval,General/Commonsense,Agentic,General/Commonsense; Other Specialized; Visual/Document,agentic_task_completion; multimodal_understanding; reasoning,construct_validity_risk; contamination_risk; unclear_metric
24,Anthropic::Claude 4.5 (Sonnet)::2025-09-30,Anthropic,Claude 4.5 (Sonnet),2025-09-30,1,SWE-bench verified,benchmark_swe_bench_verified,SWE-bench verified,canonical,exact,OpenAI,OpenAI,Other frontier lab-affiliated,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk
24,Anthropic::Claude 4.5 (Sonnet)::2025-09-30,Anthropic,Claude 4.5 (Sonnet),2025-09-30,2,Terminal-bench,benchmark_terminal_bench,Terminal-bench,canonical,exact,Academia,Anthropic,Self-affiliated frontier lab,True,Agentic,Coding/Engineering,Agentic,Coding/Engineering; Other Specialized,agentic_task_completion; coding; computer_use; software_engineering; tool_use,construct_validity_risk; contamination_risk; distribution_shift_risk
24,Anthropic::Claude 4.5 (Sonnet)::2025-09-30,Anthropic,Claude 4.5 (Sonnet),2025-09-30,3,TAU-2 bench,benchmark_tau_2_bench,TAU-2 bench,canonical,exact,Academia,none,Academia,False,Agentic,General/Commonsense,Agentic,Other Specialized,agentic_task_completion; instruction_following; reasoning; tool_use,construct_validity_risk; contamination_risk
24,Anthropic::Claude 4.5 (Sonnet)::2025-09-30,Anthropic,Claude 4.5 (Sonnet),2025-09-30,4,OSWorld,benchmark_osworld,OSWorld,canonical,exact,Academia,none,Academia,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering; General/Commonsense; Visual/Document,agentic_task_completion; computer_use; multimodal_understanding; tool_use; web_navigation,construct_validity_risk; contamination_risk; distribution_shift_risk; version_instability
24,Anthropic::Claude 4.5 (Sonnet)::2025-09-30,Anthropic,Claude 4.5 (Sonnet),2025-09-30,5,AIME,benchmark_aime,AIME,canonical,exact,Academia,none,Academia,False,Generative Reasoning,STEM/Math,Generative Reasoning,STEM/Math,mathematical_reasoning; reasoning,contamination_risk; version_instability
24,Anthropic::Claude 4.5 (Sonnet)::2025-09-30,Anthropic,Claude 4.5 (Sonnet),2025-09-30,6,GPQA Diamond,benchmark_gpqa_diamond,GPQA Diamond,canonical,exact,"Anthropic, Academia, Others(Cohere)",none,Self-affiliated frontier lab,True,Generative Reasoning,STEM/Math,Generative Reasoning,Bio/Medicine; STEM/Math,domain_expertise; factual_knowledge; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
24,Anthropic::Claude 4.5 (Sonnet)::2025-09-30,Anthropic,Claude 4.5 (Sonnet),2025-09-30,7,MMMLU,benchmark_mmmlu,MMMLU,canonical,exact,OpenAI,OpenAI,Other frontier lab-affiliated,False,Generative Reasoning,General/Commonsense,Constraint Satisfaction,Bio/Medicine; General/Commonsense; Law; Multilingual; Other Specialized; STEM/Math,domain_expertise; factual_knowledge; mathematical_reasoning; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk
24,Anthropic::Claude 4.5 (Sonnet)::2025-09-30,Anthropic,Claude 4.5 (Sonnet),2025-09-30,8,MMMU / MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,canonical,exact,Academia,none,Academia,False,Multimodal Perception,General/Commonsense,Multimodal Perception,Bio/Medicine; Other Specialized; STEM/Math; Visual/Document,domain_expertise; mathematical_reasoning; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; version_instability
24,Anthropic::Claude 4.5 (Sonnet)::2025-09-30,Anthropic,Claude 4.5 (Sonnet),2025-09-30,9,Finance Agent,benchmark_finance_agent,Finance Agent,canonical,exact,"Academia, Others(vals.ai)",none,Academia,False,Agentic,Specialized (Law/Bio/Finance),Agentic,Finance,agentic_task_completion; document_understanding; domain_expertise; reasoning; tool_use; web_navigation,distribution_shift_risk; private_or_opaque_eval; unclear_metric
25,Anthropic::Claude 4.5 (Haiku)::2025-10-16,Anthropic,Claude 4.5 (Haiku),2025-10-16,1,SWE-bench verified,benchmark_swe_bench_verified,SWE-bench verified,canonical,exact,OpenAI,OpenAI,Other frontier lab-affiliated,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk
25,Anthropic::Claude 4.5 (Haiku)::2025-10-16,Anthropic,Claude 4.5 (Haiku),2025-10-16,2,Terminal-bench,benchmark_terminal_bench,Terminal-bench,canonical,exact,Academia,Anthropic,Self-affiliated frontier lab,True,Agentic,Coding/Engineering,Agentic,Coding/Engineering; Other Specialized,agentic_task_completion; coding; computer_use; software_engineering; tool_use,construct_validity_risk; contamination_risk; distribution_shift_risk
25,Anthropic::Claude 4.5 (Haiku)::2025-10-16,Anthropic,Claude 4.5 (Haiku),2025-10-16,3,TAU-2 bench,benchmark_tau_2_bench,TAU-2 bench,canonical,exact,Academia,none,Academia,False,Agentic,General/Commonsense,Agentic,Other Specialized,agentic_task_completion; instruction_following; reasoning; tool_use,construct_validity_risk; contamination_risk
25,Anthropic::Claude 4.5 (Haiku)::2025-10-16,Anthropic,Claude 4.5 (Haiku),2025-10-16,4,OSWorld,benchmark_osworld,OSWorld,canonical,exact,Academia,none,Academia,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering; General/Commonsense; Visual/Document,agentic_task_completion; computer_use; multimodal_understanding; tool_use; web_navigation,construct_validity_risk; contamination_risk; distribution_shift_risk; version_instability
25,Anthropic::Claude 4.5 (Haiku)::2025-10-16,Anthropic,Claude 4.5 (Haiku),2025-10-16,5,AIME,benchmark_aime,AIME,canonical,exact,Academia,none,Academia,False,Generative Reasoning,STEM/Math,Generative Reasoning,STEM/Math,mathematical_reasoning; reasoning,contamination_risk; version_instability
25,Anthropic::Claude 4.5 (Haiku)::2025-10-16,Anthropic,Claude 4.5 (Haiku),2025-10-16,6,GPQA Diamond,benchmark_gpqa_diamond,GPQA Diamond,canonical,exact,"Anthropic, Academia, Others(Cohere)",none,Self-affiliated frontier lab,True,Generative Reasoning,STEM/Math,Generative Reasoning,Bio/Medicine; STEM/Math,domain_expertise; factual_knowledge; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
