provider,model_name,release_date,release_year,raw_mention,benchmark_id,benchmark_name,match_source,match_type,source_author,frontier_lab_author_affiliations,legacy_task_mode,legacy_task_domain,benchmark_review_status
OpenAI,GPT-5.4,2026-03-05,2026,ARC-AGI-2 (Verified),benchmark_arc_agi_2,ARC-AGI-2,alias,version_alias,Academia,none,Generative Reasoning,General/Commonsense,legacy_seed
OpenAI,GPT-5.4,2026-03-05,2026,CoT controllability,benchmark_cot_control,CoT-Control,alias,legacy_name,OpenAI,OpenAI,Constraint Satisfaction,General/Commonsense,accepted
OpenAI,GPT-5.5,2026-04-23,2026,Artificial Analysis's Coding Index,benchmark_artificial_analysis_coding_index,Artificial Analysis Coding Index,alias,provider_abbreviation,Others(Artificial Analysis),none,Generative Reasoning,Coding/Engineering,accepted
OpenAI,GPT-5.5,2026-04-23,2026,Artificial Analysis Intelligence Index,benchmark_artificial_analysis_intelligence_index,Artificial Analysis Intelligence Index,canonical,exact,Others(Artificial Analysis),none,Generative Reasoning,General/Commonsense,accepted
OpenAI,GPT-5.5,2026-04-23,2026,AA-LCR,benchmark_aa_lcr,AA-LCR,canonical,exact,Others(Artificial Analysis),none,Knowledge Retrieval,General/Commonsense,accepted
OpenAI,GPT-5.5,2026-04-23,2026,AA-Omniscience,benchmark_aa_omniscience,AA-Omniscience,canonical,exact,Others(Artificial Analysis),none,Knowledge Retrieval,General/Commonsense,accepted
OpenAI,GPT-5.5,2026-04-23,2026,CritPt,benchmark_critpt,CritPt,canonical,exact,Academia,none,Generative Reasoning,STEM/Math,accepted
OpenAI,GPT-5.5,2026-04-23,2026,GDPval-AA,benchmark_gdpval_aa,GDPval-AA,canonical,exact,Others(Artificial Analysis),none,Agentic,Specialized (Law/Bio/Finance),accepted
OpenAI,GPT-5.5,2026-04-23,2026,IFBench,benchmark_ifbench,IFBench,canonical,exact,Academia,none,Constraint Satisfaction,General/Commonsense,accepted
OpenAI,GPT-5.5,2026-04-23,2026,SciCode,benchmark_scicode,SciCode,canonical,exact,Academia,none,Generative Reasoning,Coding/Engineering,legacy_seed
OpenAI,GPT-5.5,2026-04-23,2026,Terminal-Bench Hard,benchmark_terminal_bench_hard,Terminal-Bench Hard,canonical,exact,"Academia, Others(Artificial Analysis)",none,Agentic,Coding/Engineering,accepted
OpenAI,GPT-5.5,2026-04-23,2026,SWE-Bench Pro (Public),benchmark_swe_bench_pro,SWE-bench Pro,alias,version_alias,Others(Scale AI),none,Agentic,Coding/Engineering,legacy_seed
OpenAI,GPT-5.5,2026-04-23,2026,Terminal-Bench 2.0,benchmark_terminal_bench_2_0,Terminal-Bench 2.0,canonical,exact,Academia,Anthropic,Agentic,Coding/Engineering,legacy_seed
OpenAI,GPT-5.5,2026-04-23,2026,Expert-SWE (Internal),benchmark_expert_swe_internal,Expert-SWE (Internal),canonical,exact,OpenAI,OpenAI,Agentic,Coding/Engineering,accepted
OpenAI,GPT-5.5,2026-04-23,2026,GDPval,benchmark_gdpval,GDPval,canonical,exact,OpenAI,OpenAI,Generative Reasoning,Specialized (Law/Bio/Finance),accepted
OpenAI,GPT-5.5,2026-04-23,2026,FinanceAgent v1.1,benchmark_financeagent_v1_1,FinanceAgent v1.1,canonical,exact,"Academia, Others(vals.ai)",none,Agentic,Specialized (Law/Bio/Finance),accepted
OpenAI,GPT-5.5,2026-04-23,2026,Investment Banking Modeling Tasks (Internal),benchmark_investment_banking_modeling_tasks_internal,Investment Banking Modeling Tasks (Internal),canonical,exact,OpenAI,OpenAI,Generative Reasoning,Specialized (Law/Bio/Finance),accepted
OpenAI,GPT-5.5,2026-04-23,2026,OfficeQA Pro,benchmark_officeqa_pro,OfficeQA Pro,canonical,exact,"Academia, Others(Databricks)",none,Agentic,Specialized (Law/Bio/Finance),accepted
OpenAI,GPT-5.5,2026-04-23,2026,BigLaw Bench,benchmark_biglaw_bench,BigLaw Bench,canonical,exact,Others(Harvey),none,Generative Reasoning,Specialized (Law/Bio/Finance),legacy_seed
OpenAI,GPT-5.5,2026-04-23,2026,OSWorld-Verified,benchmark_osworld_verified,OSWorld-Verified,canonical,exact,Academia,none,Agentic,General/Commonsense,accepted
OpenAI,GPT-5.5,2026-04-23,2026,MMMU Pro,benchmark_mmmu_pro,MMMU Pro,canonical,exact,Academia,none,Multimodal Perception,General/Commonsense,accepted
OpenAI,GPT-5.5,2026-04-23,2026,BrowseComp,benchmark_browsecomp,BrowseComp,canonical,exact,OpenAI,OpenAI,Agentic,General/Commonsense,legacy_seed
OpenAI,GPT-5.5,2026-04-23,2026,MCP Atlas,benchmark_scale_mcp_atlas,Scale MCP-Atlas,alias,provider_abbreviation,Others(Scale AI),none,Agentic,General/Commonsense,accepted
OpenAI,GPT-5.5,2026-04-23,2026,Toolathlon,benchmark_toolathlon,Toolathlon,canonical,exact,"Academia, Others(All Hands AI)",none,Agentic,General/Commonsense,legacy_seed
OpenAI,GPT-5.5,2026-04-23,2026,Tau2-bench Telecom,benchmark_tau_2_bench,TAU-2 bench,alias,version_alias,Academia,none,Agentic,General/Commonsense,accepted
OpenAI,GPT-5.5,2026-04-23,2026,GeneBench,benchmark_genebench,GeneBench,canonical,exact,OpenAI,OpenAI,Agentic,Specialized (Law/Bio/Finance),accepted
OpenAI,GPT-5.5,2026-04-23,2026,FrontierMath,benchmark_frontiermath,FrontierMath,canonical,exact,"Others(Epoch AI, backed by Google)",none,Generative Reasoning,STEM/Math,legacy_seed
OpenAI,GPT-5.5,2026-04-23,2026,BixBench,benchmark_bixbench,BixBench,canonical,exact,Others(FutureHouse),none,Agentic,Specialized (Law/Bio/Finance),accepted
OpenAI,GPT-5.5,2026-04-23,2026,GPQA Diamond,benchmark_gpqa_diamond,GPQA Diamond,canonical,exact,"Anthropic, Academia, Others(Cohere)",none,Generative Reasoning,STEM/Math,legacy_seed
OpenAI,GPT-5.5,2026-04-23,2026,Humanity's Last Exam,benchmark_hle_humanity_s_last_exam,HLE (Humanity's Last Exam),alias,legacy_name,"Academia, Others(CAIS; Scale AI)",OpenAI; Anthropic; Google; DeepMind; Microsoft,Generative Reasoning,Specialized (Law/Bio/Finance),accepted
OpenAI,GPT-5.5,2026-04-23,2026,Capture-the-Flags challenge tasks (Internal),benchmark_capture_the_flags_challenge_tasks_internal,Capture-the-Flags challenge tasks (Internal),canonical,exact,OpenAI,OpenAI,Agentic,Coding/Engineering,accepted
OpenAI,GPT-5.5,2026-04-23,2026,CyberGym,benchmark_cybergym,CyberGym,canonical,exact,Academia,none,Agentic,Coding/Engineering,legacy_seed
OpenAI,GPT-5.5,2026-04-23,2026,Graphwalks,benchmark_graphwalks,GraphWalks,alias,case_variant,OpenAI,OpenAI,Generative Reasoning,STEM/Math,legacy_seed
OpenAI,GPT-5.5,2026-04-23,2026,OpenAI MRCR v2,benchmark_mrcr_v2,MRCR v2,alias,provider_abbreviation,OpenAI,Google; DeepMind,Generative Reasoning,General/Commonsense,legacy_seed
OpenAI,GPT-5.5,2026-04-23,2026,ARC-AGI-1 (Verified),benchmark_arc_agi,ARC-AGI,alias,version_alias,Academia,none,Generative Reasoning,STEM/Math,legacy_seed
OpenAI,GPT-5.5,2026-04-23,2026,ARC-AGI-2 (Verified),benchmark_arc_agi_2,ARC-AGI-2,alias,version_alias,Academia,none,Generative Reasoning,General/Commonsense,legacy_seed
OpenAI,GPT-5.6,2026-07-09,2026,Agents' Last Exam,benchmark_agents_last_exam,Agents' Last Exam,canonical,exact,"Academia, Others(Berkeley RDI; RDI Foundation)",none,Agentic,Specialized (Law/Bio/Finance),accepted
OpenAI,GPT-5.6,2026-07-09,2026,GDPval-AA v2,benchmark_gdpval_aa_v2,GDPval-AA v2,canonical,exact,Others(Artificial Analysis),none,Agentic,Specialized (Law/Bio/Finance),accepted
OpenAI,GPT-5.6,2026-07-09,2026,Management Consulting Tasks (Internal),benchmark_management_consulting_tasks_internal,Management Consulting Tasks (Internal),canonical,exact,OpenAI,OpenAI,Agentic,Specialized (Law/Bio/Finance),needs_review
OpenAI,GPT-5.6,2026-07-09,2026,Big Finance Bench,benchmark_big_finance_bench,Big Finance Bench,canonical,exact,Others(Rogo),none,Agentic,Specialized (Law/Bio/Finance),accepted
OpenAI,GPT-5.6,2026-07-09,2026,Artificial Analysis Intelligence Index v4.1,benchmark_artificial_analysis_intelligence_index_v4_1,Artificial Analysis Intelligence Index v4.1,canonical,exact,Others(Artificial Analysis),none,Generative Reasoning,General/Commonsense,accepted
OpenAI,GPT-5.6,2026-07-09,2026,Artificial Analysis Coding Agent Index v1.1,benchmark_artificial_analysis_coding_agent_index_v1_1,Artificial Analysis Coding Agent Index v1.1,canonical,exact,Others(Artificial Analysis),none,Agentic,Coding/Engineering,accepted
OpenAI,GPT-5.6,2026-07-09,2026,SWE-Bench Pro,benchmark_swe_bench_pro,SWE-bench Pro,alias,case_variant,Others(Scale AI),none,Agentic,Coding/Engineering,legacy_seed
OpenAI,GPT-5.6,2026-07-09,2026,DeepSWE v1.1,benchmark_deepswe_v1_1,DeepSWE v1.1,canonical,exact,Others(DataCurve),none,Agentic,Coding/Engineering,accepted
OpenAI,GPT-5.6,2026-07-09,2026,Terminal-Bench 2.1,benchmark_terminal_bench_2_1,Terminal-Bench 2.1,canonical,exact,Academia,Anthropic,Agentic,Coding/Engineering,accepted
OpenAI,GPT-5.6,2026-07-09,2026,BrowseComp,benchmark_browsecomp,BrowseComp,canonical,exact,OpenAI,OpenAI,Agentic,General/Commonsense,legacy_seed
OpenAI,GPT-5.6,2026-07-09,2026,SEC-Bench Pro,benchmark_sec_bench_pro,SEC-Bench Pro,canonical,exact,Academia,none,Agentic,Coding/Engineering,accepted
OpenAI,GPT-5.6,2026-07-09,2026,CursorBench,benchmark_cursorbench,CursorBench,canonical,exact,Others(Cursor),none,Agentic,Coding/Engineering,accepted
OpenAI,GPT-5.6,2026-07-09,2026,agentic code-review tests,benchmark_agentic_code_review_tests,agentic code-review tests,canonical,exact,Others(Qodo),none,Agentic,Coding/Engineering,needs_review
OpenAI,GPT-5.6,2026-07-09,2026,internal and external PR benchmarks,benchmark_internal_and_external_pr_benchmarks,internal and external PR benchmarks,canonical,exact,Others(Qodo),none,Agentic,Coding/Engineering,needs_review
OpenAI,GPT-5.6,2026-07-09,2026,Model ML's FinBench,benchmark_model_ml_s_finbench,Model ML's FinBench,canonical,exact,Others(Model ML),none,Agentic,Specialized (Law/Bio/Finance),needs_review
OpenAI,GPT-5.6,2026-07-09,2026,seven-task benchmark,benchmark_seven_task_benchmark,seven-task benchmark,canonical,exact,Others(Triple Whale),none,Generative Reasoning,Coding/Engineering,needs_review
OpenAI,GPT-5.6,2026-07-09,2026,early design evals,benchmark_early_design_evals,early design evals,canonical,exact,Others(Canva),none,Generative Reasoning,General/Commonsense,needs_review
OpenAI,GPT-5.6,2026-07-09,2026,combined evaluation suite,benchmark_combined_evaluation_suite,combined evaluation suite,canonical,exact,Others(Clio),none,Agentic,Specialized (Law/Bio/Finance),needs_review
OpenAI,GPT-5.6,2026-07-09,2026,Legora's internal eval harness,benchmark_legora_s_internal_eval_harness,Legora's internal eval harness,canonical,exact,Others(Legora),none,Agentic,Specialized (Law/Bio/Finance),needs_review
OpenAI,GPT-5.6,2026-07-09,2026,GeneBench Pro,benchmark_genebench_pro,GeneBench Pro,canonical,exact,OpenAI,OpenAI,Agentic,Specialized (Law/Bio/Finance),accepted
OpenAI,GPT-5.6,2026-07-09,2026,LifeSciBench,benchmark_lifescibench,LifeSciBench,canonical,exact,OpenAI,OpenAI,Agentic,Specialized (Law/Bio/Finance),accepted
OpenAI,GPT-5.6,2026-07-09,2026,MedChemBench (Internal),benchmark_medchembench_internal,MedChemBench (Internal),canonical,exact,OpenAI,OpenAI,Generative Reasoning,Specialized (Law/Bio/Finance),needs_review
OpenAI,GPT-5.6,2026-07-09,2026,HealthBench Professional,benchmark_healthbench_professional,HealthBench Professional,canonical,exact,OpenAI,OpenAI,Generative Reasoning,Specialized (Law/Bio/Finance),accepted
OpenAI,GPT-5.6,2026-07-09,2026,OSWorld 2.0,benchmark_osworld_2_0,OSWorld 2.0,canonical,exact,Academia,none,Agentic,General/Commonsense,accepted
OpenAI,GPT-5.6,2026-07-09,2026,BenchCAD,benchmark_benchcad,BenchCAD,canonical,exact,Others(BenchCAD),none,Agentic,Coding/Engineering,accepted
OpenAI,GPT-5.6,2026-07-09,2026,Capture-the-Flag Challenges,benchmark_capture_the_flags_challenge_tasks_internal,Capture-the-Flags challenge tasks (Internal),alias,provider_abbreviation,OpenAI,OpenAI,Agentic,Coding/Engineering,accepted
OpenAI,GPT-5.6,2026-07-09,2026,ExploitBench 2,benchmark_exploitbench_2,ExploitBench 2,canonical,exact,OpenAI,OpenAI,Agentic,Coding/Engineering,accepted
OpenAI,GPT-5.6,2026-07-09,2026,ExploitGym 3,benchmark_exploitgym_3,ExploitGym 3,canonical,exact,"Academia, OpenAI",OpenAI,Agentic,Coding/Engineering,accepted
OpenAI,GPT-5.6,2026-07-09,2026,Internal Research Debugging Evaluation,benchmark_internal_research_debugging_evaluation,Internal Research Debugging Evaluation,canonical,exact,OpenAI,OpenAI,Agentic,Coding/Engineering,needs_review
OpenAI,GPT-5.6,2026-07-09,2026,KernelGen 1P,benchmark_kernelgen_1p,KernelGen 1P,canonical,exact,OpenAI,OpenAI,Agentic,Coding/Engineering,needs_review
OpenAI,GPT-5.6,2026-07-09,2026,NanoGPT,benchmark_nanogpt,NanoGPT,canonical,exact,OpenAI,OpenAI,Agentic,Coding/Engineering,needs_review
OpenAI,GPT-5.6,2026-07-09,2026,PostTrainBench Lite,benchmark_posttrainbench_lite,PostTrainBench Lite,canonical,exact,OpenAI,OpenAI,Agentic,Coding/Engineering,needs_review
OpenAI,GPT-5.6,2026-07-09,2026,RSI Index,benchmark_rsi_index,RSI Index,canonical,exact,OpenAI,OpenAI,Agentic,Coding/Engineering,needs_review
OpenAI,GPT-5.6,2026-07-09,2026,MMMU Pro,benchmark_mmmu_pro,MMMU Pro,canonical,exact,Academia,none,Multimodal Perception,General/Commonsense,accepted
OpenAI,GPT-5.6,2026-07-09,2026,gdp.pdf,benchmark_gdp_pdf,gdp.pdf,canonical,exact,Others(Surge AI),none,Multimodal Perception,Specialized (Law/Bio/Finance),accepted
OpenAI,GPT-5.6,2026-07-09,2026,GPQA Diamond,benchmark_gpqa_diamond,GPQA Diamond,canonical,exact,"Anthropic, Academia, Others(Cohere)",none,Generative Reasoning,STEM/Math,legacy_seed
OpenAI,GPT-5.6,2026-07-09,2026,FrontierMath,benchmark_frontiermath,FrontierMath,canonical,exact,"Others(Epoch AI, backed by Google)",none,Generative Reasoning,STEM/Math,legacy_seed
OpenAI,GPT-5.6,2026-07-09,2026,AutomationBench,benchmark_automationbench,AutomationBench,canonical,exact,"Academia, Others(Zapier)",none,Agentic,General/Commonsense,accepted
OpenAI,GPT-5.6,2026-07-09,2026,Toolathlon,benchmark_toolathlon,Toolathlon,canonical,exact,"Academia, Others(All Hands AI)",none,Agentic,General/Commonsense,legacy_seed
OpenAI,GPT-5.6,2026-07-09,2026,OpenAI MRCR v2,benchmark_mrcr_v2,MRCR v2,alias,provider_abbreviation,OpenAI,Google; DeepMind,Generative Reasoning,General/Commonsense,legacy_seed
OpenAI,GPT-5.6,2026-07-09,2026,GraphWalks,benchmark_graphwalks,GraphWalks,canonical,exact,OpenAI,OpenAI,Generative Reasoning,STEM/Math,legacy_seed
OpenAI,GPT-5.6,2026-07-09,2026,ARC-AGI-3,benchmark_arc_agi_3,ARC-AGI-3,canonical,exact,Others(ARC Prize),none,Generative Reasoning,General/Commonsense,accepted
OpenAI,GPT-5.6-Cyber,2026-08-10,2026,Advanced Cybersecurity Completion Rate,benchmark_advanced_cybersecurity_completion_rate,Advanced Cybersecurity Completion Rate,canonical,exact,OpenAI,OpenAI,Constraint Satisfaction,Coding/Engineering,accepted
OpenAI,GPT-5.6-Cyber,2026-08-10,2026,ExploitGym,benchmark_exploitgym,ExploitGym,canonical,exact,"Academia, OpenAI",OpenAI,Agentic,Coding/Engineering,needs_review
OpenAI,GPT-5.6-Cyber,2026-08-10,2026,Zero-Day Discovery Eval,benchmark_zero_day_discovery_eval,Zero-Day Discovery Eval,canonical,exact,OpenAI,OpenAI,Agentic,Coding/Engineering,accepted
OpenAI,GPT-5.6-Cyber,2026-08-10,2026,Vulnerability Discovery and Report Writing,benchmark_vulnerability_discovery_and_report_writing,Vulnerability Discovery and Report Writing,canonical,exact,OpenAI,OpenAI,Agentic,Coding/Engineering,accepted
OpenAI,GPT-5.6-Cyber,2026-08-10,2026,ExploitBench,benchmark_exploitbench,ExploitBench,canonical,exact,OpenAI,OpenAI,Agentic,Coding/Engineering,needs_review
Google,gemini 1.0,2023-12-06,2023,MMLU / MMLU-Pro,benchmark_mmlu_mmlu_pro,MMLU / MMLU-Pro,canonical,exact,Academia,none,Generative Reasoning,General/Commonsense,legacy_seed
Google,gemini 1.0,2023-12-06,2023,Big-Bench Hard,benchmark_big_bench_hard,Big-Bench Hard,canonical,exact,Google,Google,Generative Reasoning,General/Commonsense,legacy_seed
Google,gemini 1.0,2023-12-06,2023,DROP,benchmark_drop,DROP,canonical,exact,Academia,none,Generative Reasoning,General/Commonsense,legacy_seed
Google,gemini 1.0,2023-12-06,2023,HellaSwag,benchmark_hellaswag,HellaSwag,canonical,exact,Academia,none,Generative Reasoning,General/Commonsense,legacy_seed
Google,gemini 1.0,2023-12-06,2023,GSM8K,benchmark_gsm8k,GSM8K,canonical,exact,OpenAI,OpenAI,Generative Reasoning,STEM/Math,legacy_seed
Google,gemini 1.0,2023-12-06,2023,MATH,benchmark_math,MATH,canonical,exact,Academia,none,Generative Reasoning,STEM/Math,legacy_seed
Google,gemini 1.0,2023-12-06,2023,HumanEval,benchmark_humaneval,HumanEval,canonical,exact,OpenAI,OpenAI,Generative Reasoning,Coding/Engineering,legacy_seed
Google,gemini 1.0,2023-12-06,2023,Natural2Code,benchmark_natural2code,Natural2Code,canonical,exact,Google,Google; DeepMind,Generative Reasoning,Coding/Engineering,legacy_seed
Google,gemini 1.0,2023-12-06,2023,MMMU / MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,canonical,exact,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed
Google,gemini 1.0,2023-12-06,2023,VQAv2,benchmark_vqav2,VQAv2,canonical,exact,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed
Google,gemini 1.0,2023-12-06,2023,TextVQA,benchmark_textvqa,TextVQA,canonical,exact,Meta,none,Multimodal Perception,General/Commonsense,legacy_seed
Google,gemini 1.0,2023-12-06,2023,DocVQA,benchmark_docvqa,DocVQA,canonical,exact,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed
Google,gemini 1.0,2023-12-06,2023,Infographic VQA,benchmark_infographic_vqa,Infographic VQA,canonical,exact,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed
Google,gemini 1.0,2023-12-06,2023,MathVista,benchmark_mathvista,MathVista,canonical,exact,Academia,Microsoft,Multimodal Perception,STEM/Math,legacy_seed
Google,gemini 1.0,2023-12-06,2023,VATEX,benchmark_vatex,VATEX,canonical,exact,"Academia, Others(ByteDance)",none,Multimodal Perception,General/Commonsense,legacy_seed
Google,gemini 1.0,2023-12-06,2023,MCQA,benchmark_mcqa,MCQA,canonical,exact,Academia,none,Generative Reasoning,General/Commonsense,legacy_seed
Google,gemini 1.0,2023-12-06,2023,CoVoST 2,benchmark_covost_2,CoVoST 2,canonical,exact,Meta,none,Multimodal Perception,General/Commonsense,legacy_seed
Google,gemini 1.0,2023-12-06,2023,FLEURS,benchmark_fleurs,FLEURS,canonical,exact,"Meta, Google",Google,Multimodal Perception,General/Commonsense,legacy_seed
Google,Gemini 1.5,2024-02-15,2024,Needle In A Haystack,benchmark_needle_in_a_haystack,Needle In A Haystack,canonical,exact,"Academia, Others(Microsoft)",none,Generative Reasoning,General/Commonsense,legacy_seed
Google,Gemini 1.5,2024-02-15,2024,MTOB benchmark,benchmark_mtob_benchmark,MTOB benchmark,canonical,exact,"Academia, Google",none,Generative Reasoning,STEM/Math,legacy_seed
Google,Gemini 2.0,2024-12-11,2024,MMLU / MMLU-Pro,benchmark_mmlu_mmlu_pro,MMLU / MMLU-Pro,canonical,exact,Academia,none,Generative Reasoning,General/Commonsense,legacy_seed
Google,Gemini 2.0,2024-12-11,2024,Natural2Code,benchmark_natural2code,Natural2Code,canonical,exact,Google,Google; DeepMind,Generative Reasoning,Coding/Engineering,legacy_seed
Google,Gemini 2.0,2024-12-11,2024,Bird-SQL,benchmark_bird_sql,Bird-SQL,canonical,exact,Academia,none,Generative Reasoning,Coding/Engineering,legacy_seed
Google,Gemini 2.0,2024-12-11,2024,LiveCodeBench,benchmark_livecodebench,LiveCodeBench,canonical,exact,Academia,none,Generative Reasoning,Coding/Engineering,legacy_seed
Google,Gemini 2.0,2024-12-11,2024,FACTS Grounding,benchmark_facts_grounding,FACTS Grounding,canonical,exact,Google,Google; DeepMind,Knowledge Retrieval,General/Commonsense,legacy_seed
Google,Gemini 2.0,2024-12-11,2024,MATH,benchmark_math,MATH,canonical,exact,Academia,none,Generative Reasoning,STEM/Math,legacy_seed
Google,Gemini 2.0,2024-12-11,2024,HiddenMath,benchmark_hiddenmath,HiddenMath,canonical,exact,Google,Google; DeepMind,Generative Reasoning,STEM/Math,legacy_seed
Google,Gemini 2.0,2024-12-11,2024,GPQA,benchmark_gpqa,GPQA,canonical,exact,"Anthropic, Academia, Cohere",none,Generative Reasoning,STEM/Math,legacy_seed
Google,Gemini 2.0,2024-12-11,2024,MRCR,benchmark_mrcr,MRCR,canonical,exact,OpenAI,Google; DeepMind,Generative Reasoning,General/Commonsense,legacy_seed
Google,Gemini 2.0,2024-12-11,2024,MMMU / MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,canonical,exact,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed
Google,Gemini 2.0,2024-12-11,2024,Vibe-Eval,benchmark_vibe_eval,Vibe-Eval,canonical,exact,Others(Reka AI),none,Multimodal Perception,General/Commonsense,legacy_seed
Google,Gemini 2.0,2024-12-11,2024,CoVoST 2,benchmark_covost_2,CoVoST 2,canonical,exact,Meta,none,Multimodal Perception,General/Commonsense,legacy_seed
Google,Gemini 2.0,2024-12-11,2024,EgoSchema,benchmark_egoschema,EgoSchema,canonical,exact,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed
Google,Gemini 2.0,2024-12-11,2024,WebVoyager,benchmark_webvoyager,WebVoyager,canonical,exact,Academia,none,Agentic,General/Commonsense,legacy_seed
Google,Gemini 2.5,2025-03-25,2025,HLE (Humanity's Last Exam),benchmark_hle_humanity_s_last_exam,HLE (Humanity's Last Exam),canonical,exact,"Academia, Others(CAIS; Scale AI)",OpenAI; Anthropic; Google; DeepMind; Microsoft,Generative Reasoning,Specialized (Law/Bio/Finance),accepted
Google,Gemini 2.5,2025-03-25,2025,GPQA,benchmark_gpqa,GPQA,canonical,exact,"Anthropic, Academia, Cohere",none,Generative Reasoning,STEM/Math,legacy_seed
Google,Gemini 2.5,2025-03-25,2025,AIME,benchmark_aime,AIME,canonical,exact,Academia,none,Generative Reasoning,STEM/Math,legacy_seed
Google,Gemini 2.5,2025-03-25,2025,LiveCodeBench,benchmark_livecodebench,LiveCodeBench,canonical,exact,Academia,none,Generative Reasoning,Coding/Engineering,legacy_seed
Google,Gemini 2.5,2025-03-25,2025,Aider Polyglot,benchmark_aider_polyglot,Aider Polyglot,canonical,exact,Others(Aider),none,Generative Reasoning,Coding/Engineering,legacy_seed
Google,Gemini 2.5,2025-03-25,2025,SWE-bench verified,benchmark_swe_bench_verified,SWE-bench verified,canonical,exact,OpenAI,OpenAI,Agentic,Coding/Engineering,legacy_seed
Google,Gemini 2.5,2025-03-25,2025,SimpleQA,benchmark_simpleqa,SimpleQA,canonical,exact,OpenAI,OpenAI,Knowledge Retrieval,General/Commonsense,legacy_seed
Google,Gemini 2.5,2025-03-25,2025,MMMU / MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,canonical,exact,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed
Google,Gemini 2.5,2025-03-25,2025,Vibe-Eval,benchmark_vibe_eval,Vibe-Eval,canonical,exact,Others(Reka AI),none,Multimodal Perception,General/Commonsense,legacy_seed
Google,Gemini 2.5,2025-03-25,2025,MRCR,benchmark_mrcr,MRCR,canonical,exact,OpenAI,Google; DeepMind,Generative Reasoning,General/Commonsense,legacy_seed
Google,Gemini 3.0,2025-11-18,2025,HLE (Humanity's Last Exam),benchmark_hle_humanity_s_last_exam,HLE (Humanity's Last Exam),canonical,exact,"Academia, Others(CAIS; Scale AI)",OpenAI; Anthropic; Google; DeepMind; Microsoft,Generative Reasoning,Specialized (Law/Bio/Finance),accepted
Google,Gemini 3.0,2025-11-18,2025,ARC-AGI,benchmark_arc_agi,ARC-AGI,canonical,exact,Academia,none,Generative Reasoning,STEM/Math,legacy_seed
Google,Gemini 3.0,2025-11-18,2025,GPQA,benchmark_gpqa,GPQA,canonical,exact,"Anthropic, Academia, Cohere",none,Generative Reasoning,STEM/Math,legacy_seed
Google,Gemini 3.0,2025-11-18,2025,AIME,benchmark_aime,AIME,canonical,exact,Academia,none,Generative Reasoning,STEM/Math,legacy_seed
Google,Gemini 3.0,2025-11-18,2025,MathArena Apex,benchmark_matharena_apex,MathArena Apex,canonical,exact,Academia,none,Generative Reasoning,STEM/Math,legacy_seed
Google,Gemini 3.0,2025-11-18,2025,MMMU / MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,canonical,exact,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed
Google,Gemini 3.0,2025-11-18,2025,ScreenSpot-Pro,benchmark_screenspot_pro,ScreenSpot-Pro,canonical,exact,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed
Google,Gemini 3.0,2025-11-18,2025,CharXiv,benchmark_charxiv,CharXiv,canonical,exact,Academia,none,Multimodal Perception,STEM/Math,legacy_seed
Google,Gemini 3.0,2025-11-18,2025,OmniDocBench 1.5,benchmark_omnidocbench_1_5,OmniDocBench 1.5,canonical,exact,"Academia, Others(Abaka AI)",none,Multimodal Perception,General/Commonsense,legacy_seed
Google,Gemini 3.0,2025-11-18,2025,Video-MMMU,benchmark_video_mmmu,Video-MMMU,canonical,exact,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed
Google,Gemini 3.0,2025-11-18,2025,LiveCodeBench,benchmark_livecodebench,LiveCodeBench,canonical,exact,Academia,none,Generative Reasoning,Coding/Engineering,legacy_seed
Google,Gemini 3.0,2025-11-18,2025,Terminal-Bench 2.0,benchmark_terminal_bench_2_0,Terminal-Bench 2.0,canonical,exact,Academia,Anthropic,Agentic,Coding/Engineering,legacy_seed
Google,Gemini 3.0,2025-11-18,2025,SWE-bench verified,benchmark_swe_bench_verified,SWE-bench verified,canonical,exact,OpenAI,OpenAI,Agentic,Coding/Engineering,legacy_seed
Google,Gemini 3.0,2025-11-18,2025,TAU-2 bench,benchmark_tau_2_bench,TAU-2 bench,canonical,exact,Academia,none,Agentic,General/Commonsense,accepted
Google,Gemini 3.0,2025-11-18,2025,Vending-Bench 2,benchmark_vending_bench_2,Vending-Bench 2,canonical,exact,Others(Andon Labs),none,Agentic,General/Commonsense,accepted
Google,Gemini 3.0,2025-11-18,2025,FACTS Benchmark suite,benchmark_facts_benchmark_suite,FACTS Benchmark suite,canonical,exact,Google,Google; DeepMind,Knowledge Retrieval,General/Commonsense,accepted
Google,Gemini 3.0,2025-11-18,2025,SimpleQA,benchmark_simpleqa,SimpleQA,canonical,exact,OpenAI,OpenAI,Knowledge Retrieval,General/Commonsense,legacy_seed
